,epoch_number,train_loss,val_loss,val_acc,val_recall,val_precision,val_f1,val_support,val_mae,val_rmse,val_auc
0,0.0,0.10286763822456149,0.09905403759006008,0.9607731996221205,0.029485796476087737,0.029485796476087737,0.029485796476087737,,21.232290542970155,30.007364056767287,0.5535300348571827
1,1.0,0.08906584554486309,0.08036946227533892,0.9650497783591309,0.1352930600503416,0.1352930600503416,0.1352930600503416,,12.423408845738942,23.47714985484805,0.8587931439554147
2,2.0,0.06964724389991005,0.0666093811626426,0.9685088293001962,0.220873786407767,0.220873786407767,0.220873786407767,,6.18896080546566,14.520491556372082,0.9342783815437333
3,3.0,0.059545487730926,0.05859782640215412,0.9721059516023545,0.3098705501618123,0.3098705501618123,0.3098705501618123,,3.596458108594031,10.227838944510228,0.9562813782764545
4,4.0,0.05409553044655687,0.055295778496859384,0.9734466971877044,0.343042071197411,0.343042071197411,0.343042071197411,,2.488673139158576,7.6821871938794954,0.9623647840282857
5,5.0,0.0505571174655315,0.05286985524777544,0.974740207833733,0.3750449478604818,0.3750449478604818,0.3750449478604818,,2.0107874865156417,6.711244977540622,0.9661828934867034
6,6.0,0.047687845516865154,0.05145715476250607,0.9756340382239663,0.39715929521754767,0.39715929521754767,0.39715929521754767,,1.7241999280834233,5.799477775401147,0.967788631708145
7,7.0,0.04545278569857801,0.04952176240392886,0.9765315020710704,0.41936353829557715,0.41936353829557715,0.41936353829557715,,1.606346637900036,5.645807110642038,0.9706241652480665
8,8.0,0.043295423508591606,0.048923467574738456,0.9769239154131241,0.4290722761596548,0.4290722761596548,0.4290722761596548,,1.4515462064005753,5.079686782095462,0.9715494277189158
9,9.0,0.041375746835823304,0.048695439154781944,0.9771818908509556,0.4354548723480762,0.4354548723480762,0.4354548723480762,,1.4803128371089536,5.303610415372727,0.9715985512809413
10,10.0,0.03978881195097125,0.048640744059706816,0.977388997892595,0.4405789284430061,0.4405789284430061,0.4405789284430061,,1.3747752606975907,4.839894469700407,0.9718205200337544
11,11.0,0.03822881882958935,0.04849486692260159,0.9776942082697478,0.4481301690039554,0.4481301690039554,0.4481301690039554,,1.3486156058971592,4.7092561468346155,0.9721733661891263
12,12.0,0.03687993161647547,0.04909320476137179,0.977305428384565,0.43851132686084143,0.43851132686084143,0.4385113268608414,,1.3654261057173678,4.729266833894553,0.9720069646951344
13,13.0,0.03547553659485179,0.04936319751217182,0.9779267495094833,0.4538834951456311,0.4538834951456311,0.4538834951456311,,1.4190039554117224,5.084215068808323,0.9715502408068398
14,14.0,0.03428226776994693,0.04919458327341163,0.9777305428384565,0.44902912621359226,0.44902912621359226,0.44902912621359226,,1.3870010787486515,5.003891074901806,0.9721758929623612
15,15.0,0.03312828341231715,0.050492575638749045,0.9779521837075794,0.4545127651923768,0.4545127651923768,0.4545127651923768,,1.4179252067601582,5.087626474581143,0.9714730123723325
16,16.0,0.03242328389032808,0.06985112613566764,0.9779921517331589,0.45550161812297735,0.45550161812297735,0.4555016181229773,,1.3808881697231212,5.053249110724594,0.9714362848174284
17,17.0,0.03122111472581478,0.050931339927718616,0.9782210595160236,0.46116504854368934,0.46116504854368934,0.46116504854368934,,1.4211614527148508,5.130313895587427,0.9713350700391337
18,18.0,0.030387723868430045,0.05124742038976336,0.9784390669282755,0.4665587918015103,0.4665587918015103,0.4665587918015103,,1.393653362099964,5.13516509399176,0.9712071895439819
19,19.0,0.030884290226284587,0.07397501607091274,0.9781956253179275,0.46053577849694355,0.46053577849694355,0.46053577849694355,,1.4178353110391946,5.165909990666631,0.9703366955789131
20,20.0,0.028848803409915875,0.07321655238858499,0.9784390669282755,0.4665587918015103,0.4665587918015103,0.4665587918015103,,1.4626033800791083,5.41220654312676,0.9710528145171505
21,21.0,0.028380594222958355,0.05276009587421754,0.9781156892667684,0.45855807263574255,0.45855807263574255,0.45855807263574255,,1.4873247033441208,5.46491059221137,0.9711246316998401
22,22.0,0.028001745331466966,0.07503173819610051,0.9782501271709905,0.46188421431139876,0.46188421431139876,0.46188421431139876,,1.4868752247393024,5.535346428282404,0.9704376282433678
23,23.0,0.02789673992340581,0.05360243211821604,0.9785517040912725,0.4693455591513844,0.4693455591513844,0.4693455591513844,,1.4979323984178352,5.437832884405432,0.9709808022300299
24,24.0,0.026955940965239174,0.05502184526508071,0.9782537606278614,0.46197411003236244,0.46197411003236244,0.46197411003236244,,1.4749190938511327,5.176088653285482,0.969918028805963
25,25.0,0.027839037463841396,0.05374429052053117,0.9789041494077465,0.47806544408486157,0.47806544408486157,0.47806544408486157,,1.477346278317152,5.567635282650555,0.9711470483738895
26,26.0,0.026651254917327102,0.054965404426932124,0.978482668410726,0.46763754045307443,0.46763754045307443,0.46763754045307443,,1.460715569938871,5.281137960686399,0.9708171956215992
27,27.0,0.026636581750804997,0.05547083121357739,0.9785044691519512,0.46817691477885653,0.46817691477885653,0.46817691477885653,,1.479683567062208,5.5151713919027925,0.970602611500664
28,28.0,0.026521924449599815,0.055514632808596205,0.978537170263789,0.4689859762675297,0.4689859762675297,0.4689859762675297,,1.486695433297375,5.548112435296552,0.9707548635479247
29,29.0,0.02575813917407916,0.05613870766234522,0.9787442773054283,0.4741100323624595,0.4741100323624595,0.4741100323624595,,1.4873247033441208,5.710684583278309,0.9700876010594948
30,30.0,0.02691008177664732,0.05587204811179472,0.9787406438485575,0.47402013664149584,0.47402013664149584,0.47402013664149584,,1.4950557353469975,5.640263214576964,0.9707387708077201
31,31.0,0.026878070052884673,0.056338625901641536,0.9784572342126299,0.46700827040632864,0.46700827040632864,0.46700827040632864,,1.5106076950737144,5.712660247283128,0.9706080552559966
32,32.0,0.026772771953838963,0.05693795180227283,0.9786934089092363,0.472851492268968,0.472851492268968,0.472851492268968,,1.5178892484717728,5.709866308848662,0.969922277182032
33,33.0,0.02973070836785695,0.05532796366484219,0.9787224765642032,0.47357065803667747,0.47357065803667747,0.47357065803667747,,1.5207659115426106,5.712825175297589,0.9701624660717645
34,34.0,0.029120710846197596,0.05525501781120533,0.9785916721168519,0.4703344120819849,0.4703344120819849,0.4703344120819849,,1.5381157856886012,5.686035078801082,0.9696821237961388
35,35.0,0.028780042069979594,0.05551698643110615,0.9788569144684253,0.4768967997123337,0.4768967997123337,0.4768967997123337,,1.4933477166486875,5.589502422589068,0.970461968542097
36,36.0,0.02898382218448691,0.05525721147176177,0.9785880386599811,0.4702445163610212,0.4702445163610212,0.4702445163610212,,1.5631067961165048,5.926691671861397,0.9697183738827448
37,37.0,0.03138436715920967,0.05471323193975754,0.9785698713756268,0.4697950377562028,0.4697950377562028,0.4697950377562028,,1.5327220424307804,5.59755438186354,0.9694679674714639
38,38.0,0.029499528321542647,0.054930446080487055,0.9784972022382095,0.46799712333692917,0.46799712333692917,0.46799712333692917,,1.6542610571736784,6.314227946348499,0.9694496018188089
39,39.0,0.029745390859725034,0.05533867794695839,0.9786243732286898,0.47114347357065806,0.47114347357065806,0.47114347357065806,,1.5479144192736425,5.816805054731048,0.9697759975306023
40,40.0,0.028838894746738078,0.05568611464472909,0.9786970423661071,0.4729413879899317,0.4729413879899317,0.4729413879899317,,1.6386192017259977,6.461027189199811,0.9695739703508579
41,41.0,0.029568270412363335,0.05547178181972134,0.9786861419954945,0.47267170082704063,0.47267170082704063,0.47267170082704063,,1.554027328299173,5.6635169072265334,0.9696454560810388
42,42.0,0.030133630615746244,0.054815817968303315,0.9784717680401134,0.4673678532901834,0.4673678532901834,0.4673678532901834,,1.5705681409564904,5.7383386710926825,0.9695604678074136
