,epoch_number,train_loss,val_loss,val_acc,val_recall,val_precision,val_f1,val_support,val_mae,val_rmse,val_auc
0,0.0,0.08016785120888918,0.060058243765875145,0.9732214506172839,0.19664351851851852,0.19664351851851852,0.19664351851851852,,12.689467592592592,24.89667750834715,0.9095763231898526
1,1.0,0.058712273668828245,0.05328462058471309,0.9755470679012346,0.26641203703703703,0.26641203703703703,0.26641203703703703,,7.608263888888889,17.97109133617661,0.9379373337135051
2,2.0,0.05480541932587029,0.051328629568495134,0.9763564814814815,0.2906944444444444,0.2906944444444444,0.2906944444444444,,6.646458333333333,16.615697209961255,0.9435266691723847
3,3.0,0.053241076826158806,0.05042554165202159,0.9766095679012345,0.298287037037037,0.298287037037037,0.298287037037037,,7.694282407407408,18.553117776064568,0.9452910547501657
4,4.0,0.052396759926493654,0.049987559925626826,0.9769706790123457,0.3091203703703704,0.3091203703703704,0.3091203703703704,,5.295694444444444,12.76341704499976,0.9467214593586887
5,5.0,0.05190248909075053,0.04979889619543597,0.9770216049382716,0.3106481481481482,0.3106481481481482,0.3106481481481482,,6.939814814814815,16.30793916424735,0.9473507826213787
6,6.0,0.051535488791367254,0.04933677702038376,0.9774143518518519,0.32243055555555555,0.32243055555555555,0.32243055555555555,,7.132106481481482,17.151415347007962,0.9481182988481507
7,7.0,0.05131240714372707,0.04908136898168811,0.9775895061728395,0.3276851851851852,0.3276851851851852,0.3276851851851852,,4.55625,11.118688821174832,0.9483139988761958
8,8.0,0.051153173630519744,0.04937786917443629,0.9773518518518518,0.32055555555555554,0.32055555555555554,0.32055555555555554,,6.534699074074074,16.53901082960173,0.9476447114546279
9,9.0,0.05096737649865678,0.04897853497967676,0.9776427469135802,0.3292824074074074,0.3292824074074074,0.3292824074074074,,6.4601851851851855,16.356937351765616,0.9486397588789058
10,10.0,0.05085127576489965,0.04905759607890138,0.9776203703703704,0.32861111111111113,0.32861111111111113,0.32861111111111113,,4.954675925925926,12.18456091023986,0.9484217851928504
11,11.0,0.05092078930864426,0.04889527646203836,0.9777353395061729,0.3320601851851852,0.3320601851851852,0.3320601851851852,,10.468310185185185,26.386711521557114,0.948762739514492
12,12.0,0.05067553267502039,0.04886283462936128,0.9775015432098766,0.3250462962962963,0.3250462962962963,0.3250462962962963,,6.648796296296296,16.16835176884245,0.9492170379198054
13,13.0,0.050576995594912216,0.04891246106889513,0.9776720679012346,0.33016203703703706,0.33016203703703706,0.33016203703703706,,5.366342592592592,13.596656395900041,0.9488598927545424
14,14.0,0.05054016649535223,0.04886647079277922,0.9776682098765432,0.3300462962962963,0.3300462962962963,0.3300462962962963,,9.719513888888889,24.62776891495091,0.9487099334009398
15,15.0,0.050485586657786234,0.04877025093883276,0.9777631172839506,0.3328935185185185,0.3328935185185185,0.3328935185185185,,4.779375,11.619660461002914,0.9489998829242083
16,16.0,0.05045487933090421,0.048931437827370784,0.9777299382716049,0.33189814814814816,0.33189814814814816,0.33189814814814816,,5.847199074074074,14.021150738107684,0.9485428503754852
17,17.0,0.050473818776696,0.0488757698500046,0.9776473765432099,0.3294212962962963,0.3294212962962963,0.3294212962962963,,6.9719444444444445,16.66486806693258,0.9486237364696677
18,18.0,0.05031841657238375,0.04845034279343155,0.9781041666666667,0.343125,0.343125,0.343125,,5.341342592592593,12.939057117431513,0.9492837587014442
19,19.0,0.0502715301426018,0.048632478874038765,0.9778063271604939,0.3341898148148148,0.3341898148148148,0.3341898148148148,,4.603703703703704,11.10047513043172,0.9492278620948711
20,20.0,0.05020788317036673,0.04840027869299606,0.9780138888888888,0.34041666666666665,0.34041666666666665,0.34041666666666665,,9.820532407407407,24.86369646818946,0.9493103734228235
21,21.0,0.05021691379406038,0.04859734514521228,0.9779606481481481,0.33881944444444445,0.33881944444444445,0.33881944444444445,,4.637476851851852,11.32368974836054,0.948947738959583
22,22.0,0.050216478727458796,0.0485548095267128,0.9779513888888889,0.3385416666666667,0.3385416666666667,0.3385416666666667,,6.663680555555556,17.28357325744252,0.9492883119107612
23,23.0,0.050146835903271014,0.04848157978030267,0.9779012345679012,0.337037037037037,0.337037037037037,0.337037037037037,,7.517337962962963,18.61388567732241,0.9494377296287578
24,24.0,0.050130970451031244,0.048462111649137954,0.9779066358024692,0.33719907407407407,0.33719907407407407,0.33719907407407407,,6.73349537037037,16.308358504347655,0.9494249068552232
25,25.0,0.050083501087058155,0.048551806997921734,0.9778217592592593,0.3346527777777778,0.3346527777777778,0.3346527777777778,,9.183634259259259,23.330870970794564,0.9493487946624483
26,26.0,0.050096567090945086,0.04860565326418038,0.9779166666666667,0.3375,0.3375,0.3375,,6.965972222222222,17.6032313999524,0.9488446898849278
27,27.0,0.05009088858833361,0.04853622292478879,0.9780632716049382,0.3418981481481482,0.3418981481481482,0.3418981481481482,,4.945347222222222,11.788753189683725,0.9488818300160496
28,28.0,0.05004043749330981,0.04862576046061737,0.9778518518518519,0.33555555555555555,0.33555555555555555,0.33555555555555555,,10.184953703703703,25.61743034561894,0.9487707248627169
29,29.0,0.05011139797876362,0.04867173062706435,0.9779961419753086,0.33988425925925925,0.33988425925925925,0.33988425925925925,,7.293541666666667,17.976267895902193,0.9483999694073536
30,30.0,0.05005377611853217,0.04853172037474535,0.9780046296296296,0.3401388888888889,0.3401388888888889,0.3401388888888889,,6.752453703703703,15.880072481905344,0.9493246653426959
31,31.0,0.05008698474410591,0.04845364809864097,0.9780794753086419,0.34238425925925925,0.34238425925925925,0.34238425925925925,,6.945231481481481,18.00718395035587,0.949222857225114
32,32.0,0.049958903116394046,0.04853335631804334,0.9779436728395061,0.3383101851851852,0.3383101851851852,0.3383101851851852,,6.586435185185185,15.646549380166286,0.9490153128932496
33,33.0,0.05004874327464375,0.04853156879130337,0.9779760802469136,0.3392824074074074,0.3392824074074074,0.3392824074074074,,5.346921296296296,12.790371099009961,0.9489847255507675
34,34.0,0.0500255169974767,0.04888727326911908,0.9777515432098766,0.3325462962962963,0.3325462962962963,0.3325462962962963,,4.542407407407407,10.804618356135927,0.9483768895693109
35,35.0,0.050083125371531166,0.048397316471846016,0.9779699074074074,0.3390972222222222,0.3390972222222222,0.3390972222222222,,10.413796296296296,26.121164696696074,0.9489898737568586
36,36.0,0.05004995649925718,0.04842664387215067,0.9779691358024691,0.3390740740740741,0.3390740740740741,0.3390740740740741,,6.54224537037037,15.84559732239868,0.9494521717509401
37,37.0,0.05008498481974827,0.048429066443608865,0.9780733024691358,0.34219907407407407,0.34219907407407407,0.34219907407407407,,9.040879629629629,23.111693529125517,0.9491697872346608
38,38.0,0.05001067487048168,0.04849079974133659,0.9779822530864197,0.33946759259259257,0.33946759259259257,0.33946759259259257,,4.585300925925926,11.11295901442616,0.9491197453667376
39,39.0,0.04998379961268352,0.04860274501006912,0.9779452160493827,0.3383564814814815,0.3383564814814815,0.3383564814814815,,7.701342592592592,19.37998127804484,0.9488502200926797
40,40.0,0.05010424310725833,0.04847183259686938,0.9779382716049383,0.33814814814814814,0.33814814814814814,0.33814814814814814,,7.08224537037037,17.23281548597397,0.9491248334546687
41,41.0,0.050125535666928685,0.04847709419274772,0.9780293209876543,0.34087962962962964,0.34087962962962964,0.34087962962962964,,6.304328703703704,15.268194195213217,0.9489248708951268
42,42.0,0.05008407547134283,0.04879560634907749,0.9778063271604939,0.3341898148148148,0.3341898148148148,0.3341898148148148,,4.818310185185185,11.634383174776561,0.9482671185541562
43,43.0,0.05017812530902309,0.048441954395837254,0.9779467592592592,0.3384027777777778,0.3384027777777778,0.3384027777777778,,5.308101851851852,13.206409336505901,0.9491447835246722
44,44.0,0.04999625397155654,0.048382269149577176,0.9780462962962962,0.3413888888888889,0.3413888888888889,0.3413888888888889,,5.72488425925926,14.354231287693636,0.9495862900760489
45,45.0,0.05004896027993421,0.04849159055423957,0.9780432098765433,0.3412962962962963,0.3412962962962963,0.3412962962962963,,5.299305555555556,13.194139233739067,0.9490792157365991
46,46.0,0.05009085993994685,0.04837717425630048,0.9780362654320988,0.34108796296296295,0.34108796296296295,0.34108796296296295,,4.899375,11.925963149898118,0.9497099885240112
47,47.0,0.05003355718196051,0.04859779275401875,0.9779529320987654,0.33858796296296295,0.33858796296296295,0.33858796296296295,,6.659814814814815,15.769464189062242,0.9484055538118158
48,48.0,0.050041476222682124,0.048591719989975295,0.9777824074074074,0.3334722222222222,0.3334722222222222,0.3334722222222222,,4.50275462962963,10.712741762395137,0.9492331262278837
49,49.0,0.05015548004774876,0.0486002300210573,0.977875,0.33625,0.33625,0.33625,,5.130208333333333,12.540086139480099,0.9490565315822186
50,50.0,0.05017204282511405,0.04865942357452931,0.9778163580246914,0.33449074074074076,0.33449074074074076,0.33449074074074076,,10.03138888888889,25.189322865740344,0.9483943134868478
51,51.0,0.05006340190448236,0.04846686148395141,0.9778942901234567,0.3368287037037037,0.3368287037037037,0.3368287037037037,,8.994328703703705,22.964071718353473,0.9489296505635911
52,52.0,0.05017712800846158,0.04877601186434428,0.9777353395061729,0.3320601851851852,0.3320601851851852,0.3320601851851852,,6.681203703703703,17.223277554280813,0.9483753917557064
53,53.0,0.05020743483846205,0.04867732430083884,0.9779135802469135,0.33740740740740743,0.33740740740740743,0.33740740740740743,,4.814953703703703,11.525502751086247,0.9485993525003051
54,54.0,0.05011721334892328,0.048611330188534876,0.9778734567901235,0.3362037037037037,0.3362037037037037,0.3362037037037037,,7.974097222222222,20.010672312766225,0.9488169738827713
55,55.0,0.050182872352187706,0.048638006479099945,0.9779066358024692,0.33719907407407407,0.33719907407407407,0.33719907407407407,,6.6320601851851855,17.092715955320514,0.9485337240400711
56,56.0,0.05017038624034542,0.0485949605482596,0.9778649691358025,0.3359490740740741,0.3359490740740741,0.3359490740740741,,6.316527777777778,16.06682095581766,0.9484873855398183
57,57.0,0.05009821265532412,0.048552207138251376,0.9779405864197531,0.3382175925925926,0.3382175925925926,0.3382175925925926,,8.490763888888889,21.273795172205208,0.9487102027724374
58,58.0,0.05007798736384547,0.048576342233077247,0.9779722222222222,0.33916666666666667,0.33916666666666667,0.33916666666666667,,6.7254398148148145,16.33026638168867,0.9484754418473617
59,59.0,0.05005588709271533,0.04861977630053405,0.977849537037037,0.3354861111111111,0.3354861111111111,0.3354861111111111,,4.51,10.861049552490925,0.9487185993708368
